gene_id
PF3D7_1222600
PF3D7_1335000
PF3D7_0500800
PF3D7_1343000
PF3D7_1301900
PF3D7_0924900
PF3D7_0922200
PF3D7_0731700
PF3D7_0520900
PF3D7_1001600
PF3D7_0935400
PF3D7_0309200
PF3D7_1123000
PF3D7_1004400
PF3D7_0710200
PF3D7_0722900
PF3D7_1431900
PF3D7_0619200
PF3D7_1444200
PF3D7_1123100
PF3D7_1227500
PF3D7_0705300
PF3D7_1362700
PF3D7_0729800
PF3D7_0516800
PF3D7_1021900
PF3D7_0728600
PF3D7_0704300
PF3D7_1353000
PF3D7_1450700
PF3D7_0209500
PF3D7_1371800
PF3D7_1002200
PF3D7_0509100
PF3D7_0920600
PF3D7_1030900
PF3D7_1235300
PF3D7_0201500
PF3D7_1359600
PF3D7_1124600
PF3D7_0323700
PF3D7_1206100
PF3D7_0814600
PF3D7_0704600
PF3D7_1419000
PF3D7_1318400
PF3D7_0724100
PF3D7_1147300
PF3D7_0202400
PF3D7_0929600
PF3D7_1112900
PF3D7_1455900
PF3D7_1406900
PF3D7_0510500
PF3D7_0711400
PF3D7_0615400
PF3D7_0624600
PF3D7_1345400
PF3D7_1033900
PF3D7_1019700
PF3D7_1029800
PF3D7_1228800
PF3D7_0215900
PF3D7_1451300
PF3D7_1133200
PF3D7_1433800
PF3D7_1032700
PF3D7_1029900
PF3D7_1341800
PF3D7_1024100
PF3D7_1103800
PF3D7_1319400
PF3D7_0901800
PF3D7_1431500
PF3D7_0505400
PF3D7_1365600
PF3D7_0305200
PF3D7_1368500
PF3D7_1425800
PF3D7_1236200
PF3D7_1021800
PF3D7_0825200
PF3D7_1222400
PF3D7_1238500
PF3D7_1016300
PF3D7_1106900
PF3D7_0206300
PF3D7_1338400
PF3D7_0811900
PF3D7_0714600
PF3D7_1362400
PF3D7_1004900
PF3D7_0301700
PF3D7_1468200
PF3D7_0812300
PF3D7_0610200
PF3D7_0625300
PF3D7_1354100
PF3D7_0731600
PF3D7_1116900
PF3D7_0216900
PF3D7_1468100
PF3D7_0717600
PF3D7_1434100
PF3D7_0403200
PF3D7_0815800
PF3D7_1448500
PF3D7_0409900
PF3D7_1460500
PF3D7_1401900
PF3D7_0928800
PF3D7_1461100
PF3D7_1112100
PF3D7_1221000
PF3D7_1030300
PF3D7_1312900
PF3D7_1212300
PF3D7_1011000
PF3D7_1303700
PF3D7_0919500
PF3D7_1449000
PF3D7_0919900
PF3D7_0316400
PF3D7_0203000
PF3D7_0320700
PF3D7_1308700
PF3D7_1217600
PF3D7_1423500
PF3D7_1433400
PF3D7_0516600
PF3D7_0705000
PF3D7_0828700
PF3D7_0926100
PF3D7_0914500
PF3D7_0416300
PF3D7_0508700
PF3D7_1249400
PF3D7_0321700
PF3D7_0805700
PF3D7_0705100
PF3D7_1014900
PF3D7_1339700
PF3D7_1321200
PF3D7_0615500
PF3D7_0904900
PF3D7_0613800
PF3D7_1248100
PF3D7_0503200
PF3D7_0607000
PF3D7_1007700
PF3D7_0924600
PF3D7_0903300
PF3D7_1117900
PF3D7_0730500
PF3D7_1014300
PF3D7_1422000
PF3D7_0609400
PF3D7_0707200
PF3D7_0923400
PF3D7_1458500
PF3D7_0713500
PF3D7_0901700
PF3D7_1421000
PF3D7_0716500
PF3D7_0532500
PF3D7_0307400
PF3D7_1440000
PF3D7_0935200
PF3D7_1019000
PF3D7_0911600
PF3D7_0203200
PF3D7_0211700
PF3D7_1247500
PF3D7_1013800
PF3D7_0812220
PF3D7_1248700
PF3D7_0208400
PF3D7_0827600
PF3D7_0212100
PF3D7_1239200
PF3D7_0827800
PF3D7_0809400
PF3D7_1468500
PF3D7_0616700
PF3D7_1138800
PF3D7_1472700
PF3D7_1037900
PF3D7_1231000
PF3D7_0802100
PF3D7_0918100
PF3D7_1008000
PF3D7_1132400
PF3D7_1121300
PF3D7_1332500
PF3D7_0402000
PF3D7_0404300
PF3D7_0307800
PF3D7_0202700
PF3D7_0208100
PF3D7_1406600
PF3D7_0917100
PF3D7_1448300
PF3D7_0103300
PF3D7_0419900
PF3D7_1145200
PF3D7_1033000
PF3D7_1339600
PF3D7_1019800
PF3D7_1227600
PF3D7_0828900
PF3D7_1426500
PF3D7_1316900
PF3D7_1211300
PF3D7_1004800
PF3D7_0924500
PF3D7_1103400
PF3D7_1015600
PF3D7_1031600
PF3D7_1013600
PF3D7_1211600
PF3D7_1427000
PF3D7_1325400
PF3D7_0829400
PF3D7_0933300
PF3D7_0411900
PF3D7_1366400
PF3D7_1216900
PF3D7_0529400
PF3D7_1208800
PF3D7_0931000
PF3D7_1338600
PF3D7_0926800
PF3D7_1456500
PF3D7_0608100
PF3D7_0508100
PF3D7_0409700
PF3D7_0612600
PF3D7_0111300
PF3D7_1414600
PF3D7_0519500
PF3D7_0514000
PF3D7_1233700
PF3D7_0524100
PF3D7_1445500
PF3D7_1334100
PF3D7_1221800
PF3D7_1228700
PF3D7_0715200
PF3D7_0414000
PF3D7_1228000
PF3D7_0729600
PF3D7_0806300
PF3D7_1231600
PF3D7_1229600
PF3D7_1316100
PF3D7_0704100
PF3D7_1456000
PF3D7_0508900
PF3D7_0626400
PF3D7_1143300
PF3D7_1451000
PF3D7_1308800
PF3D7_0818000
PF3D7_0904600
PF3D7_0502000
PF3D7_1335700
PF3D7_1351900
PF3D7_0525200
PF3D7_1441800
PF3D7_1235000
PF3D7_0607500
PF3D7_1457100
PF3D7_1019100
PF3D7_1226800
PF3D7_0825000
PF3D7_1237500
PF3D7_0525000
PF3D7_1034900
PF3D7_0606100
PF3D7_1238300
PF3D7_1328000
PF3D7_0310400
PF3D7_1364600
PF3D7_1422600
PF3D7_1438400
PF3D7_1239100
PF3D7_0319000
PF3D7_1305600
PF3D7_0930100
PF3D7_1111300
PF3D7_1209900
PF3D7_1207000
PF3D7_1128500
PF3D7_0616600
PF3D7_1131000
PF3D7_1008600
PF3D7_0806100
PF3D7_0913600
PF3D7_0303200
PF3D7_0520800
PF3D7_1468800
PF3D7_0317200
PF3D7_0807600
PF3D7_0923800
PF3D7_0410800
PF3D7_0107800
PF3D7_1355700
PF3D7_0917000
PF3D7_0321000
PF3D7_1249300
PF3D7_1338000
PF3D7_1104200
PF3D7_1307800
PF3D7_1025100
PF3D7_1307200
PF3D7_1305000
PF3D7_1148000
PF3D7_1328800
PF3D7_1013000
PF3D7_0413900
PF3D7_1410900
PF3D7_1203000
PF3D7_1201900
PF3D7_0803000
PF3D7_0919800
PF3D7_1114700
PF3D7_1025900
PF3D7_1403100
PF3D7_1241900
PF3D7_1449100
PF3D7_0817200
PF3D7_1467500
PF3D7_0725000
PF3D7_0722100
PF3D7_1214700
PF3D7_1243900
PF3D7_0719400
PF3D7_1423200
PF3D7_1307700
PF3D7_1314700
PF3D7_1429100
PF3D7_1464000
