Gene ID	source_id	Previous ID(s)	
PF3D7_0213200	PF3D7_0213200.1	Previous IDs: PF02_0124;PFB0600c	
PF3D7_0213300	PF3D7_0213300.1	Previous IDs: PFB0601c	
PF3D7_0213400	PF3D7_0213400.1	Previous IDs: PF02_0125;PFB0605w	
PF3D7_0213500	PF3D7_0213500.1	Previous IDs: PF02_0126;PFB0610c	
PF3D7_0213600	PF3D7_0213600.1	Previous IDs: PF02_0127;PFB0615c	
PF3D7_0213700	PF3D7_0213700.1	Previous IDs: PF02_0128;PFB0620w	
PF3D7_0213800	PF3D7_0213800.1	Previous IDs: PF02_0129;PFB0625w	
PF3D7_0213900	PF3D7_0213900.1	Previous IDs: PF02_0130;PFB0630c	
PF3D7_0214000	PF3D7_0214000.1	Previous IDs: PF02_0131;PFB0635w	
PF3D7_0214100	PF3D7_0214100.1	Previous IDs: PF02_0132;PFB0640c	
PF3D7_0214200	PF3D7_0214200.1	Previous IDs: PF02_0133;PFB0645c	
PF3D7_0214300	PF3D7_0214300.1	Previous IDs: PF02_0134;PFB0650w	
PF3D7_0214400	PF3D7_0214400.1	Previous IDs: PF02_0135;PFB0655c	
PF3D7_0214500	PF3D7_0214500.1	Previous IDs: PF02_0136;PFB0660w	
PF3D7_0214600	PF3D7_0214600.1	Previous IDs: PF02_0137;PFB0665w	
PF3D7_0214700	PF3D7_0214700.1	Previous IDs: PF02_0138;PFB0670c	
PF3D7_0214800	PF3D7_0214800.1	Previous IDs: PF02_0139;PFB0675w	
PF3D7_0214900	PF3D7_0214900.1	Previous IDs: PF02_0140;PFB0680w	
PF3D7_0215000	PF3D7_0215000.1	Previous IDs: PF02_0141;PFB0685c	
PF3D7_0215100	PF3D7_0215100.1	Previous IDs: PF02_0142;PFB0687c	
PF3D7_0215200	PF3D7_0215200.1	Previous IDs: PF02_0143;PFB0690w	
PF3D7_0215300	PF3D7_0215300.1	Previous IDs: PF02_0144;PFB0695c	
PF3D7_0215400	PF3D7_0215400.1	Previous IDs: PF02_0145;PFB0700c	
PF3D7_0215500	PF3D7_0215500.1	Previous IDs: PF02_0146;PFB0705w	
PF3D7_0215600	PF3D7_0215600.1	Previous IDs: PF02_0147;PFB0710c	
PF3D7_0215700	PF3D7_0215700.1	Previous IDs: PF02_0148;PFB0715w	
PF3D7_0215800	PF3D7_0215800.1	Previous IDs: PF02_0149;PFB0720c	
PF3D7_0215900	PF3D7_0215900.1	Previous IDs: PF02_0150;PFB0725c	
PF3D7_0216000	PF3D7_0216000.1	Previous IDs: PF02_0151;PFB0730w	
PF3D7_0216100	PF3D7_0216100.1	Previous IDs: PF02_0152;PFB0732c;PFB0735c	
PF3D7_0216200	PF3D7_0216200.1	Previous IDs: PF02_0152;PFB0735c	
PF3D7_0216300	PF3D7_0216300.1	Previous IDs: PF02_0153;PFB0745w	
PF3D7_0216400	PF3D7_0216400.1	Previous IDs: PF02_0154;PFB0750w	
PF3D7_0216500	PF3D7_0216500.1	Previous IDs: PF02_0155;PFB0755w	
PF3D7_0216600	PF3D7_0216600.1	Previous IDs: PF02_0156;PFB0760w	
PF3D7_0216700	PF3D7_0216700.1	Previous IDs: PF02_0157;PF3D7_0216700.1;PF3D7_0216700.2;PFB0765w	
PF3D7_0216700	PF3D7_0216700.2	Previous IDs: PF02_0157;PF3D7_0216700.1;PF3D7_0216700.2;PFB0765w	
PF3D7_0216800	PF3D7_0216800.1	Previous IDs: PF02_0158;PFB0770c	
PF3D7_0216900	PF3D7_0216900.1	Previous IDs: PF02_0159;PFB0775w	
PF3D7_0217000	PF3D7_0217000.1	Previous IDs: PF02_0160;PFB0790c	
PF3D7_0217100	PF3D7_0217100.1	Previous IDs: PF02_0161;PFB0795w	
PF3D7_0217200	PF3D7_0217200.1	Previous IDs: PF02_0162;PFB0800c	
PF3D7_0217300	PF3D7_0217300.1	Previous IDs: PF02_0163;PFB0805c	
PF3D7_0217400	PF3D7_0217400.1	Previous IDs: PF02_0164;PFB0810w	
PF3D7_0217500	PF3D7_0217500.1	Previous IDs: PF02_0166;PFB0815w	
PF3D7_0217600	PF3D7_0217600.1	Previous IDs: PF02_0167;PFB0820c	
PF3D7_0217700	PF3D7_0217700.1	Previous IDs: PF02_0168;PFB0826c	
PF3D7_0217800	PF3D7_0217800.1	Previous IDs: PF02_0169;PFB0830w	
PF3D7_0217900	PF3D7_0217900.1	Previous IDs: PF02_0170;PFB0835c	
PF3D7_0218000	PF3D7_0218000.1	Previous IDs: PF02_0171;PFB0840w	
PF3D7_0218100	PF3D7_0218100.1	Previous IDs: PF02_0172;PFB0845w	
PF3D7_0218200	PF3D7_0218200.1	Previous IDs: PF02_0173;PFB0850c;PFB0855c	
PF3D7_0218300	PF3D7_0218300.1	Previous IDs: PF02_0173;PFB0855c	
PF3D7_0218400	PF3D7_0218400.1	Previous IDs: PF02_0174;PFB0860c	
PF3D7_0218500	PF3D7_0218500.1	Previous IDs: PF02_0175;PFB0865w	
PF3D7_0218600	PF3D7_0218600.1	Previous IDs: PF02_0176;PFB0870w	
PF3D7_0218700	PF3D7_0218700.1	Previous IDs: PF02_0177;PFB0875c	
PF3D7_0218800	PF3D7_0218800.1	Previous IDs: PFB0876c;PFB0876c.1	
PF3D7_0218900	PF3D7_0218900.1	Previous IDs: PFB0878c;PFB0878c.1	
PF3D7_0219000	PF3D7_0219000.1	Previous IDs: PFB0879c;PFB0879c.1	
PF3D7_0219100	PF3D7_0219100.1	Previous IDs: PF02_0178;PFB0880w	
PF3D7_0219200	PF3D7_0219200.1	Previous IDs: PF02_0179;PFB0885w	
PF3D7_0219300	PF3D7_0219300.1	Previous IDs: PF02_0180;PFB0886c	
PF3D7_0219400	PF3D7_0219400.1	Previous IDs: PF02_0181;PF3D7_0219400.1;PF3D7_0219400.2;PFB0888w	
PF3D7_0219400	PF3D7_0219400.2	Previous IDs: PF02_0181;PF3D7_0219400.1;PF3D7_0219400.2;PFB0888w	
PF3D7_0219500	PF3D7_0219500.1	Previous IDs: PF02_0182;PFB0890c	
PF3D7_0219600	PF3D7_0219600.1	Previous IDs: PF02_0183;PFB0895c	
PF3D7_0219700	PF3D7_0219700.1	Previous IDs: PF02_0184;PFB0900c	
PF3D7_0219800	PF3D7_0219800.1	Previous IDs: PF02_0185;PFB0905c	
PF3D7_0219900	PF3D7_0219900.1	Previous IDs: PF02_0186;PFB0910w	
PF3D7_0220000	PF3D7_0220000.1	Previous IDs: PF02_0187;PFB0915w	
PF3D7_0220100	PF3D7_0220100.1	Previous IDs: PF02_0188;PFB0920w	
PF3D7_0220200	PF3D7_0220200.1	Previous IDs: PF02_0189;PFB0921c	
PF3D7_0220300	PF3D7_0220300.1	Previous IDs: PF02_0190;PFB0923c	
PF3D7_0220400	PF3D7_0220400.1	Previous IDs: PF02_0191;PFB0925w	
PF3D7_0220500	PF3D7_0220500.1	Previous IDs: PF02_0192;PFB0926c	
PF3D7_0220600	PF3D7_0220600.1	Previous IDs: PF02_0193;PFB0930w	
PF3D7_0220700	PF3D7_0220700.1	Previous IDs: PF02_0194;PFB0932w	
PF3D7_0220800	PF3D7_0220800.1	Previous IDs: PF02_0195;PFB0935w	
PF3D7_0220900	PF3D7_0220900.1	Previous IDs: PF02_0196;PFB0946c	
PF3D7_0221000	PF3D7_0221000.1	Previous IDs: PF02_0197;PFB0950w	
PF3D7_0221100	PF3D7_0221100.1	Previous IDs: PFB0951w	
PF3D7_0221200	PF3D7_0221200.1	Previous IDs: PF02_0198;PFB0953w	
PF3D7_0221300	PF3D7_0221300.1	Previous IDs: PFB0954c;PFB1070w	
PF3D7_0221400	PF3D7_0221400.1	Previous IDs: PF02_0199;PFB0955w	
PF3D7_0221500	PF3D7_0221500.1	Previous IDs: PF02_0200;PFB0960c	
PF3D7_0221600	PF3D7_0221600.1	Previous IDs: PF02_0201;PFB0965c	
PF3D7_0221650	PF3D7_0221650.1	N/A	
PF3D7_0221700	PF3D7_0221700.1	Previous IDs: PF02_0202;PFB0970c	
PF3D7_0221800	PF3D7_0221800.1	Previous IDs: PF02_0203;PFB0972w	
PF3D7_0221900	PF3D7_0221900.1	Previous IDs: PF02_0204;PF02_0205;PF02_0206;PFB0973c;PFB0974c;PFB0975c	
PF3D7_0222000	PF3D7_0222000.1	Previous IDs: PF02_0208;PFB0980w	
PF3D7_0222100	PF3D7_0222100.1	Previous IDs: PF02_0209;PFB0985c	
PF3D7_0222200	PF3D7_0222200.1	Previous IDs: PF02_0210;PFB0990c	
PF3D7_0222300	PF3D7_0222300.1	Previous IDs: PF02_0211;PFB0995w	
PF3D7_0222400	PF3D7_0222400.1	Previous IDs: PF02_0212;PFB1000w	
PF3D7_0222500	PF3D7_0222500.1	Previous IDs: PF02_0213;PFB1005w	
PF3D7_0222600	PF3D7_0222600.1	Previous IDs: PF02_0214;PFB1010w	
PF3D7_0222700	PF3D7_0222700.1	Previous IDs: PF02_0215;PFB1015w	
PF3D7_0222800	PF3D7_0222800.1	Previous IDs: PF02_0216;PFB1020w	
PF3D7_0222900	PF3D7_0222900.1	Previous IDs: PF02_0217;PF02_0218;PF3D7_0223000;PFB1025w;PFB1030w	
PF3D7_0223100	PF3D7_0223100.1	Previous IDs: PF02_0219;PFB1035w	
PF3D7_0223200	PF3D7_0223200.1	Previous IDs: PF02_0220;PFB1040w	
PF3D7_0223300	PF3D7_0223300.1	Previous IDs: PF02_0221;PFB1045w	
PF3D7_0223400	PF3D7_0223400.1	Previous IDs: PF02_0222;PFB1050w	
PF3D7_0223500	PF3D7_0223500.1	Previous IDs: PF02_0223;PFB1055c	
PF3D7_0300100	PF3D7_0300100.1	Previous IDs: MAL3P8.1;PFC0005w	
PF3D7_0300200	PF3D7_0300200.1	Previous IDs: MAL3P8.2;PFC0010c	
PF3D7_0300300	PF3D7_0300300.1	Previous IDs: PFC0015c	
PF3D7_0300400	PF3D7_0300400.1	Previous IDs: MAL3P8.4;PFC0025c	
PF3D7_0300500	PF3D7_0300500.1	Previous IDs: MAL3P8.5;PFC0030c	
PF3D7_0300600	PF3D7_0300600.1	Previous IDs: PFC0032c	
PF3D7_0300700	PF3D7_0300700.1	Previous IDs: MAL3P8.6;PFC0035w	
PF3D7_0300800	PF3D7_0300800.1	Previous IDs: MAL3P8.7;PFC0040w	
PF3D7_0300900	PF3D7_0300900.1	Previous IDs: MAL3P8.8;PFC0045w	
PF3D7_0301000	PF3D7_0301000.1	Previous IDs: MAL3P8.9;PFC0050c	
PF3D7_0301100	PF3D7_0301100.1	Previous IDs: MAL3P8.19;PFC0055w	
PF3D7_0301200	PF3D7_0301200.1	Previous IDs: MAL3P8.10;PFC0060c	
PF3D7_0301300	PF3D7_0301300.1	Previous IDs: PFC0065c	
PF3D7_0301400	PF3D7_0301400.1	Previous IDs: MAL3P8.12;PFC0070c	
PF3D7_0301500	PF3D7_0301500.1	Previous IDs: MAL3P8.13;PFC0075c	
PF3D7_0301600	PF3D7_0301600.1	Previous IDs: MAL3P8.14;PFC0080c	
PF3D7_0301700	PF3D7_0301700.1	Previous IDs: MAL3P8.15;PFC0085c	
PF3D7_0301800	PF3D7_0301800.1	Previous IDs: MAL3P8.16;PFC0090w	
PF3D7_0301900	PF3D7_0301900.1	Previous IDs: MAL3P8.17;PFC0095c	
PF3D7_0302000	PF3D7_0302000.1	Previous IDs: MAL3P8.18;PFC0100c	
PF3D7_0302100	PF3D7_0302100.1	Previous IDs: MAL3P1.1;PFC0105w	
PF3D7_0302200	PF3D7_0302200.1	Previous IDs: MAL3P1.2;PFC0110w	
PF3D7_0302300	PF3D7_0302300.1	Previous IDs: MAL3P1.4;PFC0115c	
PF3D7_0302400	PF3D7_0302400.1	Previous IDs: PF03TR002;PF03TR002:ncRNA	
PF3D7_0302500	PF3D7_0302500.1	Previous IDs: MAL3P1.5;PFC0120w	
PF3D7_0302600	PF3D7_0302600.1	Previous IDs: MAL3P1.7;PFC0125w	
PF3D7_0302700	PF3D7_0302700.1	Previous IDs: PFC0126c	
PF3D7_0302800	PF3D7_0302800.1	Previous IDs: MAL3P1.8;PFC0130c	
PF3D7_0302900	PF3D7_0302900.1	Previous IDs: MAL3P1.9;PFC0135c	
PF3D7_0303000	PF3D7_0303000.1	Previous IDs: MAL3P1.10;PFC0140c	
PF3D7_0303100	PF3D7_0303100.1	Previous IDs: MAL3P1.11;PFC0145c	
PF3D7_0303200	PF3D7_0303200.1	Previous IDs: MAL3P1.12;PFC0150w	
PF3D7_0303300	PF3D7_0303300.1	Previous IDs: MAL3P1.13;PFC0155c	
PF3D7_0303400	PF3D7_0303400.1	Previous IDs: MAL3P2.1;PFC0160w	
PF3D7_0303500	PF3D7_0303500.1	Previous IDs: MAL3P2.2;PFC0165w	
PF3D7_0303600	PF3D7_0303600.1	Previous IDs: PFC0166w	
PF3D7_0303700	PF3D7_0303700.1	Previous IDs: MAL3P2.3;PFC0170c	
PF3D7_0303800	PF3D7_0303800.1	Previous IDs: MAL3P2.4;PFC0175w	
PF3D7_0303900	PF3D7_0303900.1	Previous IDs: PFC0176c	
PF3D7_0304000	PF3D7_0304000.1	Previous IDs: MAL3P2.5;PFC0180c	
PF3D7_0304100	PF3D7_0304100.1	Previous IDs: MAL3P2.6;PFC0185w	
PF3D7_0304200	PF3D7_0304200.1	Previous IDs: MAL3P2.7;PFC0190c	
PF3D7_0304300	PF3D7_0304300.1	Previous IDs: MAL3P2.8;PFC0195w	
PF3D7_0304400	PF3D7_0304400.1	Previous IDs: PFC0200w	
PF3D7_0304500	PF3D7_0304500.1	Previous IDs: MAL3P2.10;PFC0205c	
PF3D7_0304600	PF3D7_0304600.1	Previous IDs: MAL3P2.11;PFC0210c	
PF3D7_0304700	PF3D7_0304700.1	Previous IDs: MAL3P2.12;PFC0215c	
PF3D7_0304800	PF3D7_0304800.1	Previous IDs: MAL3P2.13;PFC0220w	
PF3D7_0304900	PF3D7_0304900.1	Previous IDs: PFC0221c	
PF3D7_0305000	PF3D7_0305000.1	Previous IDs: MAL3P2.14;PFC0225c	
PF3D7_0305100	PF3D7_0305100.1	Previous IDs: PFC0230c	
PF3D7_0305200	PF3D7_0305200.1	Previous IDs: MAL3P2.16;PFC0235w	
PF3D7_0305300	PF3D7_0305300.1	Previous IDs: MAL3P2.17;PFC0240c	
PF3D7_0305400	PF3D7_0305400.1	Previous IDs: PFC0241w	
PF3D7_0305500	PF3D7_0305500.1	Previous IDs: MAL3P2.18;PFC0245c	
PF3D7_0305600	PF3D7_0305600.1	Previous IDs: MAL3P2.19;PFC0250c	
PF3D7_0305700	PF3D7_0305700.1	Previous IDs: MAL3P2.20;PFC0255c	
PF3D7_0305800	PF3D7_0305800.1	Previous IDs: MAL3P2.21;PFC0260w	
PF3D7_0305900	PF3D7_0305900.1	Previous IDs: PFC0261c	
PF3D7_0306000	PF3D7_0306000.1	Previous IDs: MAL3P2.21c;PFC0262c	
PF3D7_0306100	PF3D7_0306100.1	Previous IDs: MAL3P2.22;PFC0265c	
PF3D7_0306200	PF3D7_0306200.1	Previous IDs: MAL3P2.23;PFC0270w	
PF3D7_0306300	PF3D7_0306300.1	Previous IDs: PFC0271c	
PF3D7_0306400	PF3D7_0306400.1	Previous IDs: MAL3P2.24;PFC0275w	
PF3D7_0306500	PF3D7_0306500.1	Previous IDs: MAL3P2.25;PFC0280c	
PF3D7_0306600	PF3D7_0306600.1	Previous IDs: PFC0281w	
PF3D7_0306700	PF3D7_0306700.1	Previous IDs: PFC0282w	
PF3D7_0306800	PF3D7_0306800.1	Previous IDs: MAL3P2.26;PFC0285c	
PF3D7_0306900	PF3D7_0306900.1	Previous IDs: MAL3P2.27;PFC0290w	
PF3D7_0307000	PF3D7_0307000.1	Previous IDs: PFC0291w;PFC0291w:snoRNA;RNAzID:2814	
PF3D7_0307100	PF3D7_0307100.1	Previous IDs: MAL3P2.28;PFC0295c	
PF3D7_0307200	PF3D7_0307200.1	Previous IDs: MAL3P2.29;PFC0300c	
PF3D7_0307300	PF3D7_0307300.1	Previous IDs: MAL3P2.30;PFC0305w	
PF3D7_0307400	PF3D7_0307400.1	Previous IDs: MAL3P2.31;PFC0310c	
PF3D7_0307500	PF3D7_0307500.1	Previous IDs: MAL3P2.32;PFC0315c	
PF3D7_0307600	PF3D7_0307600.1	Previous IDs: MAL3P2.33;PFC0320w	
PF3D7_0307700	PF3D7_0307700.1	Previous IDs: MAL3P3.1;PFC0325c	
PF3D7_0307800	PF3D7_0307800.1	Previous IDs: MAL3P3.2;PFC0330w	
PF3D7_0307900	PF3D7_0307900.1	Previous IDs: MAL3P3.3;PFC0335c	
PF3D7_0308000	PF3D7_0308000.1	Previous IDs: MAL3P3.4;PFC0340w	
PF3D7_0308100	PF3D7_0308100.1	Previous IDs: MAL3P3.5;PFC0345w	
PF3D7_0308200	PF3D7_0308200.1	Previous IDs: MAL3P3.6;PFC0350c	
PF3D7_0308300	PF3D7_0308300.1	Previous IDs: MAL3P3.7;PFC0355c	
PF3D7_0308400	PF3D7_0308400.1	Previous IDs: PFC0358w;PFC0358w:snRNA	
PF3D7_0308500	PF3D7_0308500.1	Previous IDs: MAL3P3.21;PFC0360w	
PF3D7_0308600	PF3D7_0308600.1	Previous IDs: MAL3P3.8;PFC0365w	
PF3D7_0308700	PF3D7_0308700.1	Previous IDs: MAL3P3.9;PFC0370w	
PF3D7_0308800	PF3D7_0308800.1	Previous IDs: PFC0371w	
PF3D7_0308900	PF3D7_0308900.1	Previous IDs: MAL3P3.10;PFC0375c	
PF3D7_0309000	PF3D7_0309000.1	Previous IDs: MAL3P3.11;PFC0380w	
PF3D7_0309100	PF3D7_0309100.1	Previous IDs: PFC0381c	
PF3D7_0309200	PF3D7_0309200.1	Previous IDs: MAL3P3.12;PFC0385c	
PF3D7_0309300	PF3D7_0309300.1	Previous IDs: MAL3P3.13;PFC0390w	
PF3D7_0309400	PF3D7_0309400.1	Previous IDs: PFC0392c;PFC0392c:ncRNA;rnazid:2846	
PF3D7_0309500	PF3D7_0309500.1	Previous IDs: MAL3P3.14;PFC0395w	
PF3D7_0309600	PF3D7_0309600.1	Previous IDs: MAL3P3.19;PFC0400w	
PF3D7_0309700	PF3D7_0309700.1	Previous IDs: MAL3P3.15;PFC0405c	
PF3D7_0309800	PF3D7_0309800.1	Previous IDs: MAL3P3.20;PFC0410w	
PF3D7_0309900	PF3D7_0309900.1	Previous IDs: MAL3P3.16;PFC0415c	
PF3D7_0310000	PF3D7_0310000.1	Previous IDs: PFC0416w	
PF3D7_0310100	PF3D7_0310100.1	Previous IDs: MAL3P3.17;PFC0420w	
PF3D7_0310200	PF3D7_0310200.1	Previous IDs: MAL3P3.18;PFC0425w	
PF3D7_0310300	PF3D7_0310300.1	Previous IDs: MAL3P4.27;PFC0430w	
PF3D7_0310400	PF3D7_0310400.1	Previous IDs: MAL3P4.26;PFC0435w	
PF3D7_0310500	PF3D7_0310500.1	Previous IDs: MAL3P4.25;PFC0440c	
PF3D7_0310600	PF3D7_0310600.1	Previous IDs: PF3D7_0310600.1;PF3D7_0310600.2;PFC0441c	
PF3D7_0310600	PF3D7_0310600.2	Previous IDs: PF3D7_0310600.1;PF3D7_0310600.2;PFC0441c	
PF3D7_0310700	PF3D7_0310700.1	Previous IDs: MAL3P4.24;PFC0445w	
PF3D7_0310800	PF3D7_0310800.1	Previous IDs: MAL3P4.23;PFC0450w	
PF3D7_0310900	PF3D7_0310900.1	Previous IDs: MAL3P4.22;PFC0455w	
PF3D7_0311000	PF3D7_0311000.1	Previous IDs: MAL3P4.21;PFC0460w	
PF3D7_0311100	PF3D7_0311100.1	Previous IDs: MAL3P4.20;PFC0465c	
PF3D7_0311200	PF3D7_0311200.1	Previous IDs: MAL3P4.19;PFC0470w	
PF3D7_0311300	PF3D7_0311300.1	Previous IDs: MAL3P4.18;PFC0475c	
PF3D7_0311400	PF3D7_0311400.1	Previous IDs: MAL3P4.16;PFC0485w	
PF3D7_0311500	PF3D7_0311500.1	Previous IDs: PFC0486c	
PF3D7_0311600	PF3D7_0311600.1	Previous IDs: MAL3P4.15;PFC0490w	
PF3D7_0311700	PF3D7_0311700.1	Previous IDs: MAL3P4.14;PFC0495w	
PF3D7_0311800	PF3D7_0311800.1	Previous IDs: MAL3P4.13;PFC0500w	
PF3D7_0311900	PF3D7_0311900.1	Previous IDs: MAL3P4.12;PFC0505c	
PF3D7_0312000	PF3D7_0312000.1	Previous IDs: PFC0506w	
PF3D7_0312100	PF3D7_0312100.1	Previous IDs: MAL3P4.11;PFC0510w	
PF3D7_0312200	PF3D7_0312200.1	Previous IDs: MAL3P4.10;PFC0515c	
PF3D7_0312300	PF3D7_0312300.1	Previous IDs: MAL3P4.9;PFC0520w	
PF3D7_0312400	PF3D7_0312400.1	Previous IDs: MAL3P4.8;PFC0525c	
PF3D7_0312500	PF3D7_0312500.1	Previous IDs: MAL3P4.7;PFC0530w	
PF3D7_0312600	PF3D7_0312600.1	Previous IDs: MAL3_tRNA_Val1;MAL3_tRNA_Val1:tRNA	
PF3D7_0312700	PF3D7_0312700.1	Previous IDs: MAL3_tRNA_Ile1;MAL3_tRNA_Ile1:tRNA	
PF3D7_0312800	PF3D7_0312800.1	Previous IDs: MAL3P4.28;PFC0535w	
PF3D7_0312900	PF3D7_0312900.1	Previous IDs: MAL3P4.6;PFC0540w	
PF3D7_0313000	PF3D7_0313000.1	Previous IDs: MAL3P4.29;PFC0545c	
PF3D7_0313100	PF3D7_0313100.1	Previous IDs: MAL3P4.5;PFC0550w	
PF3D7_0313200	PF3D7_0313200.1	Previous IDs: MAL3P4.4;PFC0555c	
PF3D7_0313300	PF3D7_0313300.1	Previous IDs: PFC0556c	
PF3D7_0313400	PF3D7_0313400.1	Previous IDs: MAL3P4.3;PFC0560c	
PF3D7_0313500	PF3D7_0313500.1	Previous IDs: MAL3P4.2;PFC0565w	
PF3D7_0313600	PF3D7_0313600.1	Previous IDs: MAL3P4.1;PFC0570c	
PF3D7_0313700	PF3D7_0313700.1	Previous IDs: PF3D7_0313700.1;PF3D7_0313700.2;PFC0571c	
PF3D7_0313700	PF3D7_0313700.2	Previous IDs: PF3D7_0313700.1;PF3D7_0313700.2;PFC0571c	
PF3D7_0313800	PF3D7_0313800.1	Previous IDs: MAL3P5.1;PFC0575w;PFC0575w:exon:7	
PF3D7_0313900	PF3D7_0313900.1	Previous IDs: MAL3P5.2;PFC0580c	
PF3D7_0314000	PF3D7_0314000.1	Previous IDs: PFC0581w	
PF3D7_0314100	PF3D7_0314100.1	Previous IDs: PF3D7_0314100.1;PF3D7_0314100.2;PFC0582c	
PF3D7_0314100	PF3D7_0314100.2	Previous IDs: PF3D7_0314100.1;PF3D7_0314100.2;PFC0582c	
PF3D7_0314200	PF3D7_0314200.1	Previous IDs: MAL3P5.4;PFC0585c;PFC0590c	
PF3D7_0314300	PF3D7_0314300.1	Previous IDs: MAL3P5.4;PFC0590c	
PF3D7_0314400	PF3D7_0314400.1	Previous IDs: MAL3P5.5;PFC0595c	
PF3D7_0314500	PF3D7_0314500.1	Previous IDs: MAL3P5.6;PFC0600w	
PF3D7_0314600	PF3D7_0314600.1	Previous IDs: MAL3P5.7;PFC0605w	
PF3D7_0314700	PF3D7_0314700.1	Previous IDs: MAL3P5.8;PFC0610c	
PF3D7_0314800	PF3D7_0314800.1	Previous IDs: MAL3P5.10;MAL3P5.9;PFC0615w;PFC0620w;PFD0620c	
PF3D7_0314900	PF3D7_0314900.1	Previous IDs: MAL3P5.11;PFC0625w	
PF3D7_0315000	PF3D7_0315000.1	Previous IDs: MAL3P5.12;PFC0630w	
PF3D7_0315100	PF3D7_0315100.1	Previous IDs: MAL3P5.13;PFC0635c	
PF3D7_0315200	PF3D7_0315200.1	Previous IDs: PFC0640w	
PF3D7_0315300	PF3D7_0315300.1	Previous IDs: MAL3P5.15;MAL3P5.16;PFC0645w;PFC0650w	
PF3D7_0315400	PF3D7_0315400.1	Previous IDs: MAL3P5.18;PFC0670c	
PF3D7_0315500	PF3D7_0315500.1	Previous IDs: MAL3P5.19;PFC0675c	
PF3D7_0315600	PF3D7_0315600.1	Previous IDs: MAL3P5.20;PFC0680w	
PF3D7_0315700	PF3D7_0315700.1	Previous IDs: MAL3P5.21;PFC0685w	
PF3D7_0315800	PF3D7_0315800.1	Previous IDs: MAL3P5.22;PFC0690c	
PF3D7_0315900	PF3D7_0315900.1	Previous IDs: MAL3P5.23;PFC0695w	
PF3D7_0316000	PF3D7_0316000.1	Previous IDs: MAL3P6.1;PFC0700c	
PF3D7_0316100	PF3D7_0316100.1	Previous IDs: PFC0701w	
PF3D7_0316200	PF3D7_0316200.1	Previous IDs: MAL3P6.2;PFC0705c	
PF3D7_0316300	PF3D7_0316300.1	Previous IDs: MAL3P6.3;PF3D7_0316300.1;PF3D7_0316300.2;PFC0710w	
PF3D7_0316300	PF3D7_0316300.2	Previous IDs: MAL3P6.3;PF3D7_0316300.1;PF3D7_0316300.2;PFC0710w	
PF3D7_0316400	PF3D7_0316400.1	Previous IDs: MAL3P6.4;PFC0715c	
PF3D7_0316500	PF3D7_0316500.1	Previous IDs: MAL3P6.5;PFC0720w	
PF3D7_0316600	PF3D7_0316600.1	Previous IDs: MAL3P6.6;PFC0725c	
PF3D7_0316700	PF3D7_0316700.1	Previous IDs: MAL3P6.7;PFC0730w	
PF3D7_0316800	PF3D7_0316800.1	Previous IDs: MAL3P6.30;PFC0735w	
PF3D7_0316900	PF3D7_0316900.1	Previous IDs: MAL3P6.8;PFC0740c	
PF3D7_0317000	PF3D7_0317000.1	Previous IDs: MAL3P6.31;PFC0745c	
PF3D7_0317100	PF3D7_0317100.1	Previous IDs: MAL3P6.9;PFC0750w	
PF3D7_0317200	PF3D7_0317200.1	Previous IDs: MAL3P6.10;PFC0755c	
PF3D7_0317300	PF3D7_0317300.1	Previous IDs: MAL3P6.11;PFC0760c	
PF3D7_0317400	PF3D7_0317400.1	Previous IDs: MAL3P6.12;PFC0765c	
PF3D7_0317500	PF3D7_0317500.1	Previous IDs: MAL3P6.13;PFC0770c	
PF3D7_0317600	PF3D7_0317600.1	Previous IDs: MAL3P6.14;PFC0775w	
PF3D7_0317700	PF3D7_0317700.1	Previous IDs: MAL3P6.15;PFC0780w	
PF3D7_0317800	PF3D7_0317800.1	Previous IDs: MAL3P6.16;PFC0785c	
PF3D7_0317900	PF3D7_0317900.1	Previous IDs: MAL3P6.17;PFC0790w	
PF3D7_0318000	PF3D7_0318000.1	Previous IDs: MAL3P6.18;PFC0795w	
PF3D7_0318100	PF3D7_0318100.1	Previous IDs: MAL3P6.19;PFC0800w	
PF3D7_0318200	PF3D7_0318200.1	Previous IDs: MAL3P6.20;PFC0805w	
PF3D7_0318300	PF3D7_0318300.1	Previous IDs: MAL3P6.21;PFC0810c	
PF3D7_0318400	PF3D7_0318400.1	Previous IDs: MAL3P6.22;PFC0815c	
PF3D7_0318500	PF3D7_0318500.1	Previous IDs: MAL3P6.23;PFC0820w	
PF3D7_0318600	PF3D7_0318600.1	Previous IDs: MAL3P6.24;PFC0825c	
PF3D7_0318700	PF3D7_0318700.1	Previous IDs: PFC0830w	
PF3D7_0318800	PF3D7_0318800.1	Previous IDs: MAL3P6.25;PFC0831w	
PF3D7_0318900	PF3D7_0318900.1	Previous IDs: MAL3P6.26;PFC0835c	
PF3D7_0319000	PF3D7_0319000.1	Previous IDs: MAL3P6.27;PFC0840w	
PF3D7_0319100	PF3D7_0319100.1	Previous IDs: MAL3P6.28;PFC0845c	
PF3D7_0319200	PF3D7_0319200.1	Previous IDs: MAL3P6.29;PFC0850c	
PF3D7_0319300	PF3D7_0319300.1	Previous IDs: MAL3P6.32;PFC0855w	
PF3D7_0319400	PF3D7_0319400.1	Previous IDs: MAL3P7.1;PFC0860w	
